time,J_F_int,J_Fbar_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int
0,0,0,0,0,0,0,0
0.1,27.021299033596,27.021271378671,0.020870944988155,0.0051564745334995,35111.439215702,8675.3575524841,49.344488384191
0.2,27.042630134065,27.042519242886,0.041719738104617,0.0103576789542,70212.471849177,17433.81292748,196.86793752563
0.3,27.063995116081,27.063744997116,0.062546186251529,0.015602519906926,105302.64465753,26273.683157703,441.81598670341
0.4,27.085395774779,27.08495002268,0.083350103690081,0.020889887040867,140381.52127156,35193.254916347,783.44825245533
0.5,27.106833885743,27.106135678216,0.10413131193488,0.02621865422208,175448.68190599,44190.786445538,1221.0380339157
0.6,27.128311205006,27.127303300135,0.12488963967013,0.031587680744515,210503.72310894,53264.509486132,1753.8720252014
0.7,27.149829469046,27.148454203082,0.14562492268519,0.036995812536411,245546.25754668,62412.631203663,2381.2500347368
0.8,27.171390394788,27.169589680392,0.16633700382657,0.042441883359217,280575.91381878,71633.336105778,3102.4847114184
0.9,27.192995679613,27.190711004546,0.18702573296467,0.047924715996434,315592.3363009,80924.78794685,3916.9012775148
1,27.21464700137,27.211819427612,0.20769096697211,0.053443123429633,350595.18500989,90285.131615193,4823.8372681947
1.1,27.236346018391,27.2329161817,0.22833256971147,0.058995909999312,385584.13548757,99712.494999039,5822.6422775693
1.2,27.258094369517,27.254002479398,0.24895041203055,0.064581872548402,420558.87870024,109204.99082757,6912.6777111397
1.3,27.279893674127,27.27507951421,0.26954586438917,0.070199801546241,455521.64236107,118760.71848337,8093.3165445297
1.4,27.301745529262,27.296148458251,0.29012747682492,0.075848481725147,490486.79330583,128377.76499579,9363.9430855593
1.5,27.32365152132,27.317210473663,0.31068659870678,0.081526695013396,525439.64576761,138054.20991825,10723.952756057
1.6,27.345613208589,27.33826669649,0.33122311376459,0.087233218804122,560379.92885679,147788.12233102,12172.751852924
1.7,27.367632133045,27.359318248237,0.351736915421,0.092966828864277,595307.39124318,157577.56568717,13709.75734116
1.8,27.389709817386,27.380366233343,0.37222790423255,0.098726299901563,630221.79674346,167420.598705,15334.396639668
1.9,27.411847765165,27.401411739718,0.39269598642947,0.1045104063903,665122.92177869,177315.27670246,17046.107414698
2,27.434047460845,27.4224558391,0.41314107473054,0.1103179236515,700010.55667872,187259.65336675,18844.337379524
