time,J_F_int,J_Fbar_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int
1.6,27.227828513986,27.22401167721,0.45451994746761,0.12332407530078,1535137.1719448,417115.15701338,22590.074579924
1.7,27.242292546501,27.234518595599,0.51313463304032,0.13439648351702,1733282.7995718,454635.07314021,26822.536643836
1.8,27.26981338755,27.25851981086,0.56302076318318,0.14642472337956,1902796.4413621,495794.50254244,31372.54810165
1.9,27.300680958497,27.285836343136,0.60870927382279,0.16520014962808,2058122.2377893,559496.88388946,36242.89153638
2,27.335259650325,27.316235111304,0.65593860931405,0.18668185735579,2219114.6271546,632689.81691725,41460.648015508
