time,J_F_int,J_Fbar_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int
0,0,0,0,0,0,0,0
0.1,27.013850140403,27.01384590638,0.0073243316827316,0.0020450970822742,1232.340234267,344.24191141972,0.90477085413586
0.2,27.05729303459,27.057236629856,0.027910863737573,0.0070168497565141,4702.3573692692,1184.0485191783,12.659075932938
0.3,27.132614754887,27.132400789458,0.057243249527391,0.012198458913179,9661.4785215282,2065.3001266841,54.425511771148
0.4,27.235976337295,27.235519866445,0.087023854990892,0.01485530532064,14716.241368403,2523.7998495756,142.74844491572
0.5,27.364409019394,27.36369355347,0.11107426405736,0.016773815783888,18822.390478939,2840.3187010016,295.35410735066
0.6,27.516867967599,27.515970773686,0.12632961752104,0.018344155754149,21458.229799884,3116.4500743353,533.95410535894
0.7,27.693308917473,27.692381523352,0.1311926003064,0.019730329257567,22347.987377461,3354.115245316,891.47553346678
0.8,27.892794857209,27.891972435745,0.12536955177239,0.019347737937691,21429.672469452,3299.0845279016,1421.6521068157
0.9,28.112440947878,28.111762923975,0.1135352782553,0.019099647524051,19482.261861545,3278.4733887127,2196.3381534667
1,28.348351510902,28.347745963532,0.10392074092771,0.021905739787294,17905.321033159,3772.44703505,3295.6600382151
1.1,28.583444453065,28.582848572444,0.10128977344727,0.024718409412239,17516.791107544,4270.6189876801,4729.1749338543
1.2,28.801255291691,28.800664171199,0.097539415662583,0.026264330161839,16924.383102463,4552.6009607234,6457.5824093536
1.3,29.001925563292,29.001321483012,0.095217643158601,0.026809467576164,16573.973093548,4665.0218643677,8465.7031887409
1.4,29.193665620604,29.19296242944,0.099505000151221,0.0279514435119,17374.735827608,4887.4797873972,10748.701564556
1.5,29.384019616557,29.383037355154,0.1144410690435,0.031339999838928,20051.277992157,5510.962569365,13305.013575787
1.6,29.577231278705,29.575671932163,0.14367642280451,0.037719581648202,25269.639086023,6670.7284766229,16139.877253495
1.7,29.774982674036,29.772418739301,0.18593351047421,0.046541118977162,32830.85478147,8275.0938681526,19262.621961353
1.8,29.979384784718,29.975433321038,0.23293814861177,0.056020311194548,41290.6421345,10011.758388604,22678.191810494
1.9,30.195162945007,30.189774738118,0.27469924762087,0.063947517021899,48877.545521926,11488.139155397,26378.698865645
2,30.42938915042,30.422878324204,0.30572652499599,0.068987126053014,54602.040165341,12460.4593963,30351.10823163
