time,J_F_int,J_Fbar_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int
1.6,27.434210367416,27.430695550554,0.42382982252629,0.11566964727115,718397.20898654,196565.79656997,21966.106352838
1.7,27.479349381667,27.471845285399,0.4847432237135,0.12883936931901,822077.54386041,219079.27145212,26112.46582876
1.8,27.528893108281,27.517608302868,0.54137479704321,0.13998360486658,918914.5912486,238394.09956762,30558.257996514
1.9,27.577268952319,27.562699878612,0.59028668182446,0.15314485468133,1002716.8553795,260986.16041496,35303.121520323
2,27.631295992507,27.613807760404,0.62950929412916,0.16916468033518,1070363.3563922,288573.05440393,40371.96520135
