time,J_F_int,J_Fbar_int,ep_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int,psip_active_int
0,0,0,0,0,0,0,0,0,0
0.1,27.628748867053,27.628039858575,0,0.10528145510895,0.025378449642615,35812.79695173,8644.3749951228,2575.1211082741,-nan
0.2,28.248372908269,28.24573963154,0,0.20346182264823,0.047757002765076,69971.35076051,16463.11042501,10199.176514925,-nan
0.3,28.858094024149,28.852579424429,0,0.29521485825166,0.067491346406666,102603.59006185,23531.87584528,22719.507198675,-nan
0.4,29.457453043787,29.448307309512,0,0.38100562011641,0.084892598050846,133777.4866114,29919.797118008,39984.182582673,-nan
0.5,30.046247697596,30.03288769643,0,0.46130246122792,0.10023244476854,163572.59790514,35689.716892029,61843.80190921,-nan
0.6,30.62448031857,30.606457093765,0,0.53658280804102,0.11374783542219,192082.13313629,40898.513637773,88152.973269875,-nan
0.7,31.192313900865,31.169286458896,0,0.60731549723163,0.12564522870882,219407.38472559,45597.467201556,118771.48569513,-nan
0.8,31.750035367912,31.72174941696,0,0.6738194859171,0.13610441914843,245604.63141928,49832.658632664,153565.19904663,-nan
0.9,32.298024991274,32.264295609645,0,0.73626184152613,0.14528195291281,270681.15816815,53645.386004043,192406.68179906,-nan
1,32.836731078873,32.797428528115,0,0.79506949524529,0.15331416106873,294746.72655119,57072.583548215,235175.62924367,-nan
1.1,33.36664914802,33.321687221945,0,0.85049025339972,0.16084337142045,317850.95574662,60147.232603475,281759.09483585,-nan
1.2,33.888304938253,33.837631370087,0,0.90388426504435,0.17139786911837,340458.86885516,63910.713037243,332051.56621895,-nan
1.3,34.402240679562,34.34582922977,0,0.95502465304203,0.18146687169389,362460.43319517,68132.579341215,385954.91513298,-nan
1.4,34.909004130234,34.846848053943,0,1.0033066825065,0.19108040927961,383605.45498894,72224.532485004,443378.24765608,-nan
1.5,35.409139943384,35.341246595466,0,1.0489039786177,0.20026612571393,403932.61568903,76193.038598691,504237.67801994,-nan
1.6,35.903182996894,35.829569378993,0,1.0919215282199,0.20904957841233,423457.5372878,80044.264783291,568456.04616628,-nan
1.7,36.391653353038,36.312342443211,0,1.1329149850087,0.21745447814283,442371.27669409,83784.105164716,635962.59604412,-nan
1.8,36.87505257222,36.790070306504,0,1.1719355445605,0.22550288013541,460677.69620612,87418.19735224,706692.62884083,-nan
1.9,37.353861135606,37.263233933773,0,1.2093398266471,0.23321533664005,478504.68142585,90951.931781991,780587.14269881,-nan
2,37.828536768993,37.732289515096,0,1.2446942260592,0.24061101836672,495664.44650056,94390.455621264,857592.46815587,-nan
