time,J_F_int,J_Fbar_int,ep_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int,psip_active_int
0,0,0,0,0,0,0,0,0,0
0.1,27.169605306265,27.16803820521,0,0.15771283078328,0.037852985934745,266026.73858621,63878.750843537,3100.5004236682,-nan
0.2,27.336894256573,27.33131414221,0,0.29820861856648,0.069893352412475,504499.50713856,118340.45947669,12143.366552805,-nan
0.3,27.500779912475,27.489566346192,0,0.42347859088569,0.096977168980073,718480.2947732,164715.04627865,26753.908843808,-nan
0.4,27.660607832356,27.642740624125,0,0.53522045040218,0.11985240778392,910580.85545187,204176.1352103,46579.28816788,-nan
0.5,27.816047366499,27.790936134484,0,0.63517467645556,0.13916009994207,1083532.0180206,237738.54426808,71291.814244709,-nan
0.6,27.967001759739,27.934359208145,0,0.72449686841202,0.15544236923044,1239108.3916557,266267.43240779,100590.40942491,-nan
0.7,28.113537399095,28.073286205468,0,0.80505505260563,0.16915360736006,1380338.6184512,290493.25992418,134200.74004851,-nan
0.8,28.255829982696,28.208034931328,0,0.8792679556366,0.18377941865943,1511222.9660833,315110.8932737,171874.43818785,-nan
0.9,28.39412459264,28.338943395337,0,0.94637785544228,0.20018967302837,1630368.0350424,343957.4608853,213387.74420909,-nan
1,28.528706706513,28.466354528107,0,1.0068478847912,0.21552587033819,1738476.184889,371050.79641493,258539.81565186,-nan
1.1,28.659881572288,28.590605550776,0,1.061697200968,0.22987345673417,1837226.9160102,396525.34244027,307150.87764688,-nan
1.2,28.787959850249,28.712020883737,0,1.1118106253153,0.24330969106855,1928084.4662698,420503.54507029,359060.33533949,-nan
1.3,28.913247878905,28.830907689896,0,1.1569903629022,0.25590471882904,2010647.9962785,443097.34640804,414124.92778752,-nan
1.4,29.036041310822,28.947553343449,0,1.1978602568206,0.26772248172539,2085947.0543652,464409.45302389,472216.97301741,-nan
1.5,29.156621173339,29.062224276505,0,1.2347608076628,0.27882146993176,2154530.7569562,484534.38435609,533222.73278355,-nan
1.6,29.275251654883,29.17516579222,0,1.2679126425346,0.28925532939109,2216746.4110514,503559.31419496,597040.91099231,-nan
1.7,29.392179101074,29.286602535753,0,1.2984348958064,0.29907334396123,2274506.7700894,521564.73175391,663581.28988827,-nan
1.8,29.507631843578,29.396739395422,0,1.3263067486771,0.30832080998099,2327755.4853874,538624.94594061,732763.50170605,-nan
1.9,29.621820588141,29.505762668262,0,1.3511439632389,0.31703932193603,2375802.7667773,554808.45932472,804515.92950359,-nan
2,29.734939164059,29.61384137024,0,1.3731465392073,0.3252669864505,2418975.043752,570178.23675951,878774.72859423,-nan
