time,J_F_int,J_Fbar_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int
0,0,0,0,0,0,0,0
0.1,27.005727272319,27.005694416413,0.022786309776004,0.0056096480698726,153291.62516943,37738.789384458,51.825120455809
0.2,27.011512335313,27.011380561633,0.045546027317841,0.011275376645435,306435.6944883,75864.072373864,206.69397904949
0.3,27.01735618663,27.017058904166,0.06827891805307,0.01699581543947,459430.47251036,114366.84798307,463.71019389108
0.4,27.02325982043,27.022729904113,0.090984760382463,0.022769572316947,612274.3173322,153237.96610659,821.99487004533
0.5,27.029224226984,27.028394013387,0.11366334531932,0.028595234713795,764965.67800572,192468.1369044,1280.6861810039
0.6,27.035250392269,27.034051675923,0.13632138401961,0.034471371058684,917549.58485775,232047.94021215,1838.9389617937
0.7,27.04133929757,27.03970332788,0.15895522745792,0.040396532193034,1070001.3564914,271967.83494367,2495.9243134433
0.8,27.047491919076,27.045349397846,0.18156384484935,0.046369252786675,1222313.9335538,312218.16846868,3250.8292185393
0.9,27.053709227492,27.050990307034,0.20414705546764,0.052388052744393,1374485.9828231,352789.18593364,4102.8561676095
1,27.059992187644,27.056626469478,0.22670468854729,0.058451438598784,1526516.2433872,393671.03949529,5051.2227960765
1.1,27.066341758097,27.062258292222,0.24923658312917,0.064557904888953,1678403.5254657,434853.79746357,6095.161531494
1.2,27.072758890781,27.067886175507,0.27174258792018,0.070705935518548,1830146.7093292,476327.45331038,7233.9192508228
1.3,27.079244530616,27.073510512954,0.2942225611625,0.076894005092484,1981744.744288,518081.93453971,8466.7569474654
1.4,27.085799615157,27.079131691742,0.31667637050587,0.08312058022939,2133196.6477056,560107.11139923,9792.9494078016
1.5,27.092425074236,27.084750092781,0.3391038928806,0.089384120845447,2284501.5040213,602392.80540423,11211.784896947
1.6,27.099121829621,27.090366090886,0.36150501436829,0.09568308140976,2435658.4637606,644928.7976746,12722.564853485
1.7,27.105890794674,27.095980054938,0.38387963006474,0.1020159121682,2586666.7424978,687704.83706448,14324.603592864
1.8,27.112732874027,27.10159234805,0.40622764393248,0.10838106033324,2737525.6197523,730710.64806748,16017.228019244
1.9,27.11964896326,27.10720332772,0.42854896863943,0.11477697123892,2888234.4377945,773935.93849183,17799.777345465
2,27.126639948583,27.112813345985,0.45084352538038,0.12120208945935,3038792.6003396,817370.40689411,19671.602820884
