nu,K_over_G,fbar_correction_int_ref,fbar_correction_max_ref,fbar_pressure_correction_int_ref,fbar_pressure_correction_max_ref,psie_ref_first,psie_restart_first,abs_err_first,rel_err_first,psie_ref_target,psie_restart_target,abs_err_target,rel_err_target
0.30,2.1666666666666665,5.4382178646156000e-02,7.5235874564254998e-02,4.8438603317369003e-02,6.7013142429717995e-02,5.6109875114667999e-03,5.7347978785404000e-03,1.2381036707360005e-04,2.2065699989632322e-02,8.2983005279779996e-03,8.4347568348855009e-03,1.3645630690750123e-04,1.6443885883312394e-02
0.45,9.666666666666668,5.4169073861813001e-02,7.2678617152132002e-02,1.8049735122548999e-01,2.4217319868078999e-01,5.6081195355130002e-03,5.6620469108795996e-03,5.3927375366599403e-05,9.6159461340130700e-03,8.7932670421556995e-03,8.8477489020665993e-03,5.4481859910899752e-05,6.1958609524433751e-03
0.48,24.666666666666643,5.4481684170665998e-02,7.6429940858365006e-02,4.6078269838630997e-01,6.4641163213499997e-01,6.0140218324689996e-03,5.9535212355289998e-03,6.0500596939999825e-05,1.0059923064024175e-02,8.6745652129052008e-03,8.8148656843913004e-03,1.4030047148609961e-04,1.6173775635160804e-02
0.49,49.66666666666662,5.4241491813299000e-02,7.3547632569968005e-02,9.0716072427950001e-01,1.2300458818660001e+00,6.6540710309724001e-03,7.2016330476846000e-03,5.4756201671219990e-04,8.2289776313400925e-02,8.4306520533583996e-03,8.5496495456263005e-03,1.1899749226790095e-04,1.4114862233046090e-02
0.495,99.66666666666659,5.4317164539513997e-02,7.4455705284541998e-02,1.8234765165894999e+00,2.4995456088968999e+00,6.5417487193567001e-03,6.2066779835557003e-03,3.3507073580099980e-04,5.1220361737457545e-02,8.9420266865594001e-03,8.7486265311120005e-03,1.9340015544739957e-04,2.1628223916854986e-02
0.499,499.6666666666663,5.4192986996349002e-02,7.2965574766563998e-02,9.0086645915520993e+00,1.2129288792404999e+01,6.7065640240381004e-03,5.9398791965190999e-03,7.6668482751900049e-04,1.1431857278496099e-01,9.1917441277637995e-03,8.6465609536588994e-03,5.4518317410490007e-04,5.9312266151770501e-02
0.4999,4999.666666667217,5.4221715932315999e-02,7.3310321998172001e-02,9.0359804667285005e+01,1.2217072554693000e+02,5.7733966828676002e-03,6.9930519028649999e-03,1.2196552199973997e-03,2.1125435978038609e-01,8.4870263367412008e-03,8.7735858838156999e-03,2.8655954707449902e-04,3.3764422979807848e-02
