nu,K_over_G,fbar_correction_int_ref,fbar_correction_max_ref,fbar_pressure_correction_int_ref,fbar_pressure_correction_max_ref,psie_ref_first,psie_restart_first,abs_err_first,rel_err_first,psie_ref_target,psie_restart_target,abs_err_target,rel_err_target
0.30,2.1666666666666665,5.5629957281194999e-02,9.0209218184705994e-02,4.7285747957206997e-02,7.6678296424660994e-02,6.0515304226161997e-04,6.1353390111630005e-04,8.3808588546800808e-06,1.3849155947987229e-02,6.3393505481377003e-04,6.3821576855351003e-04,4.2807137397400056e-06,6.7526061340740075e-03
0.45,9.666666666666668,5.5720234812336997e-02,9.1292548558413997e-02,1.8668935022545999e-01,3.0587355972560998e-01,5.3777913697162995e-04,5.4034335197456005e-04,2.5642150029301031e-06,4.7681563427131911e-03,5.5928771704923000e-04,5.6045192662489000e-04,1.1642095756599991e-06,2.0815933198073833e-03
0.48,24.666666666666643,5.5739489659023998e-02,9.1523606718654005e-02,4.6545599532715998e-01,7.6427343920374002e-01,5.2214095006910004e-04,5.2353366078329003e-04,1.3927107141899903e-06,2.6673079635023437e-03,5.4283351673918004e-04,5.4340260699578004e-04,5.6909025660000553e-07,1.0483697838308708e-03
0.49,49.66666666666662,5.5745983763082999e-02,9.1601535967366005e-02,9.3006161434720003e-01,1.5282728309283000e+00,5.1679332407368996e-04,5.1779449653170000e-04,1.0011724580100438e-06,1.9372782336237878e-03,5.3725156065053997e-04,5.3762344267519000e-04,3.7188202465002727e-07,6.9219347487744424e-04
0.495,99.66666666666659,5.5749271249465999e-02,9.1640985803969996e-02,1.8592717391989000e+00,3.0562820147946002e+00,5.1409526886126995e-04,5.1490044431339000e-04,8.0517545212005319e-07,1.5661989146555093e-03,5.3444298057029997e-04,5.3471643784680002e-04,2.7345727650004720e-07,5.1166782321332590e-04
0.499,499.6666666666663,5.5751876544291000e-02,9.1672249341872000e-02,9.2929427682741998e+00,1.5280292240856999e+01,5.1192540997417005e-04,5.1257365874811996e-04,6.4824877394991081e-07,1.2662953651443461e-03,5.3218777825033998e-04,5.3238256981702004e-04,1.9479156668006023e-07,3.6602036845053343e-04
0.4999,4999.666666667217,5.5752464834843002e-02,9.1679308828486003e-02,9.2921738214141001e+01,1.5280043240868000e+02,5.1143580509275003e-04,5.1204873032409002e-04,6.1292523133998911e-07,1.1984402054698415e-03,5.3167934518473005e-04,5.3185644598387997e-04,1.7710079914991933e-07,3.3309700810059927e-04
