nu,K_over_G,fbar_correction_int_ref,fbar_correction_max_ref,fbar_pressure_correction_int_ref,fbar_pressure_correction_max_ref,psie_ref_first,psie_restart_first,abs_err_first,rel_err_first,psie_ref_target,psie_restart_target,abs_err_target,rel_err_target
0.30,2.1666666666666665,5.4382178646156000e-02,7.5235874564254998e-02,4.8438603317369003e-02,6.7013142429717995e-02,5.6109875114667999e-03,5.6109968650381002e-03,9.3535713003092824e-09,1.6670098233499922e-06,8.2983005279779996e-03,8.3018203447341003e-03,3.5198167561006910e-06,4.2416115736390966e-04
0.45,9.666666666666668,5.4169073861813001e-02,7.2678617152132002e-02,1.8049735122548999e-01,2.4217319868078999e-01,5.6081195355130002e-03,5.6081288405848001e-03,9.3050717998865995e-09,1.6592142412377133e-06,8.7932670421556995e-03,8.8074752631065994e-03,1.4208220950899866e-05,1.6158068307017630e-03
0.48,24.666666666666643,5.4481684170665998e-02,7.6429940858365006e-02,4.6078269838630997e-01,6.4641163213499997e-01,6.0140218324689996e-03,6.0140888875947996e-03,6.7055125800054294e-08,1.1149797534493727e-05,8.6745652129052008e-03,8.6645883569376001e-03,9.9768559676007007e-06,1.1501274960453436e-03
0.49,49.66666666666662,5.4241491813299000e-02,7.3547632569968005e-02,9.0716072427950001e-01,1.2300458818660001e+00,6.6540710309724001e-03,6.6544645627338002e-03,3.9353176140011215e-07,5.9141502933821693e-05,8.4306520533583996e-03,8.4323667714394993e-03,1.7147180810996726e-06,2.0339092044684783e-04
0.495,99.66666666666659,5.4317164539513997e-02,7.4455705284541998e-02,1.8234765165894999e+00,2.4995456088968999e+00,6.5417487193567001e-03,6.5422210113160999e-03,4.7229195939985785e-07,7.2196591410240209e-05,8.9420266865594001e-03,8.8859355203941004e-03,5.6091166165299702e-05,6.2727576344196474e-03
0.499,499.6666666666663,5.4192986996349002e-02,7.2965574766563998e-02,9.0086645915520993e+00,1.2129288792404999e+01,6.7065640240381004e-03,6.7093429656490998e-03,2.7789416109993970e-06,4.1436145260657095e-04,9.1917441277637995e-03,9.0692131401291006e-03,1.2253098763469888e-04,1.3330548145328830e-02
0.4999,4999.666666667217,5.4221715932315999e-02,7.3310321998172001e-02,9.0359804667285005e+01,1.2217072554693000e+02,5.7733966828676002e-03,5.7770346916138004e-03,3.6380087462001970e-06,6.3013316874551339e-04,8.4870263367412008e-03,8.4697422671884005e-03,1.7284069552800374e-05,2.0365283277107176e-03
