dump_time,target_time,fbar_correction_int_at_dump,fbar_correction_max_at_dump,fbar_pressure_correction_int_at_dump,fbar_pressure_correction_max_at_dump,psie_ref_first,psie_restart_first,abs_err_first,rel_err_first,psie_ref_target,psie_restart_target,abs_err_target,rel_err_target
0.8,0.8250000000000001,3.5171024382552998e-02,6.7034257450605997e-02,6.0718001370611001e-02,1.1568285186204000e-01,2.8402415854404000e-03,2.9894794659498999e-03,1.4923788050949993e-04,5.2544079797479451e-02,3.0274414309211998e-03,3.1766089666327001e-03,1.4916753571150030e-04,4.9271815529759434e-02
1.6,1.625,6.9665655799083001e-02,1.0132713835830000e-01,1.2641852895026001e-01,1.8477576196730999e-01,1.2888148988872000e-02,1.3966836133841001e-02,1.0786871449690004e-03,8.3696048664580927e-02,1.3286130852440001e-02,1.4384516504333001e-02,1.0983856518930000e-03,8.2671596726844016e-02
2.4,2.425,1.0309233843770001e-01,1.7897819833904000e-01,1.9211905652989000e-01,3.3235750433268002e-01,3.0446752160467001e-02,3.4681721015461998e-02,4.2349688549949971e-03,1.3909427293508864e-01,3.1042809005288999e-02,3.5341025753963001e-02,4.2982167486740018e-03,1.3846094752384303e-01
3.2,3.225,1.3162908404500001e-01,2.1311977421197001e-01,2.5781958410950001e-01,4.1769788225517002e-01,5.5680195785667998e-02,6.5853956983407000e-02,1.0173761197739002e-02,1.8271776983150828e-01,5.6505914229671002e-02,6.6680319081712999e-02,1.0174404852041997e-02,1.8005911400154753e-01
4,4.025,1.6007532783992001e-01,2.5743638537338998e-01,3.2352011168911998e-01,5.1857630776401997e-01,8.9620558207814005e-02,1.0874017297121000e-01,1.9119614763395992e-02,2.1333960807364125e-01,9.0673744813908996e-02,1.1002933711774000e-01,1.9355592303831007e-02,2.1346413279339860e-01
