time,J_F_int,J_Fbar_int,ep_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int,psip_active_int
1.6,27.70792813376,27.66409299515,2.6138479905553,1.9440188844188,0.36196910832717,331767.28307075,61565.683600498,637.6052482411,2621.549863303
1.7,27.481375654927,27.388452153568,2.9461283932602,2.1354377866194,0.42601574973781,362184.33707929,71760.963654678,378.88835785504,2976.2789701869
1.8,27.305220338171,27.171971186382,3.25840253955,2.2883317476304,0.46235494438153,386658.45430354,77797.68847138,220.1424293707,3311.2077055083
1.9,27.19104661334,27.035840157439,3.5482889818663,2.3861909461611,0.46447783475889,402701.78200471,78518.780979386,138.92103029761,3622.7775330181
2,27.073062651722,26.907254128952,3.8278728044395,2.4399548263119,0.46007421140306,411056.94915013,77815.643020793,106.32389384726,3924.9212019366
