time,J_F_int,J_Fbar_int,ep_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int,psip_active_int
0,0,0,0,0,0,0,0,0,0
0.1,27.013850125582,27.013845890561,0,0.0073250958182969,0.0020454032956788,1232.4688228132,344.29346179573,0.90484265103147,0
0.2,27.057293208331,27.057236111681,0.00022801887624118,0.028039989909798,0.0070945719279888,4724.1391652727,1197.1692647388,12.478498239646,0.018862853366176
0.3,27.132567801783,27.132321623825,0.010065155249973,0.060821662631647,0.013874190213414,10266.679494578,2349.3497900499,42.963669205806,0.8724811715437
0.4,27.235093816092,27.234431559762,0.033887612918772,0.10298852502964,0.02164791409913,17423.779924023,3679.9330689515,99.922183138788,2.9838777126011
0.5,27.358375282019,27.356962868187,0.078188686578821,0.15323788701252,0.030580272685962,25990.570031221,5218.617618332,187.23289839172,6.9604931078054
0.6,27.493818463552,27.491123483071,0.14960917905017,0.21386409375582,0.040941722675597,36367.374587025,7011.9220278016,303.12071341097,13.469546084631
0.7,27.632522289731,27.627564286025,0.2529786079352,0.29162893137193,0.053274554926597,49707.673813123,9151.8707029364,444.49329123165,23.047522514834
0.8,27.766730064645,27.757743524255,0.39446159875371,0.3976485827988,0.070412714422026,67902.124676423,11945.738698875,600.73785470911,36.378796716278
0.9,27.889561534528,27.873674638275,0.57344906796608,0.53606552949885,0.097464827899606,91665.273876977,16540.174749025,762.19663080715,53.563515619897
1,27.995168077254,27.96801744998,0.79121865310823,0.70781932138547,0.12834678490501,121158.41552172,21787.321820603,913.51016626054,74.843471366468
1.1,28.065315799039,28.021258526245,1.045056311184,0.90755229801941,0.16195904648864,155385.9652762,27490.338597689,1007.0470942168,100.04905758768
1.2,28.083202478857,28.015825091549,1.329188036441,1.123034695953,0.1959984745034,192143.9854258,33241.773154989,998.80835821219,128.67959913152
1.3,28.050366144991,27.953059226206,1.6367268636442,1.3485514137332,0.22763497762822,230384.355738,38563.452195395,893.23529647554,160.08612304386
1.4,27.978279635595,27.845585235573,1.9582607018938,1.573073497801,0.2732481590712,268205.61546422,46194.686302632,723.76639752039,193.31267960275
1.5,27.87939382879,27.708639091966,2.2830997417181,1.7808094021076,0.32127137320327,302934.61544928,54306.477544143,532.59436288071,227.22567935511
1.6,27.764496989909,27.556885719821,2.6011763462683,1.960941742093,0.36209941344949,332778.67320261,61200.57747285,359.25026540266,260.7247345159
1.7,27.643057378867,27.403912252495,2.9047544387784,2.1076656307353,0.39306928501358,356828.15463542,66417.645675186,228.82485549661,292.93516642879
1.8,27.5245454089,27.262549017312,3.1901005425275,2.2111493340215,0.41220053337396,373528.56839816,69622.962127969,147.98499724593,323.39645864504
1.9,27.417900228108,27.14327475435,3.457533401704,2.2683353287791,0.41878206611817,382481.86494337,70712.336372126,109.12826907344,352.08396279027
2,27.32957557933,27.051646612509,3.7094368689219,2.2850517349871,0.41449186816403,384750.46597581,69980.676877823,97.126803908583,379.21419270364
