time,J_F_int,J_Fbar_int,ep_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int,psip_active_int
0,0,0,0,0,0,0,0,0,0
0.1,27.008563045656,27.008551400843,0,0.014087921713566,0.0029506443725817,47391.475410566,9927.632708207,2.3305313314112,0
0.2,27.026753665802,27.026564630715,0.00015377244081654,0.059306443981947,0.010724109192568,199572.98627303,36102.205343943,25.926331251816,0.012816672558223
0.3,27.041935843681,27.041033564816,0.018783123782178,0.13314499537601,0.020624194116749,448153.65684525,69454.643955585,74.886403297493,1.6133436425821
0.4,27.046085702491,27.043562882923,0.091981161618534,0.22251630213218,0.034536599713014,748982.55581296,116210.27711999,98.244846555944,8.1216632908283
0.5,27.043760282209,27.038445931485,0.20435305776677,0.31926965526058,0.050150029901452,1074540.5021644,168743.08427025,99.844885240798,18.414827623153
0.6,27.044301188226,27.034954496943,0.34343911734646,0.41900466681739,0.065803873460046,1410122.6123237,221409.26981138,99.323163637697,31.448734809816
0.7,27.051226918621,27.036344708621,0.50522215704297,0.52569123398782,0.082535202234067,1769216.7638551,277713.38587875,104.31352823283,46.898114790374
0.8,27.061137188383,27.038287140734,0.6927010612164,0.65105491722594,0.10355993672711,2191211.3119961,348463.34701274,109.79098195907,65.099974893244
0.9,27.07162478859,27.037269755036,0.90790776481518,0.79966563377049,0.12948174922322,2691337.5475139,435682.12044657,111.0784994808,86.312388126611
1,27.085237842931,27.03536793349,1.1480013625494,0.96506888576917,0.15732722938178,3247922.2773277,529375.99700286,111.31406466892,110.30780070534
1.1,27.095571238233,27.028064580217,1.3997379039791,1.1246148380884,0.18158321413143,3784370.048656,610930.07509551,104.69613790317,135.77592442422
1.2,27.099744509493,27.016998462208,1.645517607982,1.24699385736,0.19674064755498,4195369.5091499,661872.12090122,97.474369737724,160.89092661749
1.3,27.105952831402,27.013111928464,1.8797001354243,1.3216880767493,0.20271120034196,4446409.8189296,681984.32472825,97.133868405266,185.01271028388
1.4,27.115880004641,27.016289171406,2.1069249057775,1.3683549779996,0.20596091764836,4603648.9945936,692922.17290351,99.853652033543,208.58428363078
1.5,27.123228725157,27.01730315454,2.331039611904,1.4109925967141,0.21277619725142,4747158.6947532,715844.13433399,101.48316646015,231.99142651615
1.6,27.126616214248,27.013997656252,2.5532583003521,1.454917467512,0.22309849672144,4894682.1436854,750576.88195369,100.99154074022,255.34788575045
1.7,27.131124773542,27.012347850127,2.7721424050144,1.4937231384222,0.23266168773455,5025088.9683048,782736.03105878,101.32811888477,278.48427172787
1.8,27.138556973665,27.014562713281,2.9870609242065,1.5251274297171,0.23941709797764,5130917.455863,805468.4824422,103.19761439901,301.31892582294
1.9,27.144949395977,27.015782230149,3.1995503212025,1.5553745160445,0.24503059972252,5232801.8763396,824371.15056298,104.77837427343,324.00985822565
2,27.148534110228,27.013679665476,3.4104014192327,1.5881958546747,0.25074309067782,5343034.262276,843576.06103199,104.66501188407,346.63653954389
