time,J_F_int,J_Fbar_int,ep_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int,psip_active_int
0,0,0,0,0,0,0,0,0,0
0.1,27.012568920199,27.012562715657,0,0.0094639481972827,0.0024022751436411,6368.5005728054,1617.0848230619,1.4708667840077,0
0.2,27.04877502733,27.048680248203,9.3310223269401e-05,0.039044524854398,0.0086789186878439,26296.654162493,5851.3142495516,19.013195242795,0.0077701599291554
0.3,27.103739931124,27.103310259492,0.0071526549291361,0.0864256384666,0.016801058441524,58270.718369141,11346.02868207,71.301035552164,0.61388179101843
0.4,27.164290223444,27.163118477131,0.043160215810345,0.14654387516205,0.025108727288703,98906.705318455,16981.049665866,150.06726057785,3.7616398052299
0.5,27.21640147886,27.213714762814,0.12116741617976,0.22608158055574,0.037438357302146,152700.08591471,25241.277742168,231.63553749626,10.785412796255
0.6,27.250456919499,27.24449852528,0.24728127646728,0.33648399982358,0.060788670998639,227337.71612132,40987.747165888,290.14983351058,22.431730069135
0.7,27.263628244991,27.251078719798,0.42317028292815,0.48258620181712,0.089301876558127,326029.46212148,60211.597947971,305.03422067243,39.063099126427
0.8,27.259638083416,27.235781555115,0.63944820522387,0.66226833704807,0.11931900247656,447271.80176336,80445.063227767,281.23092208459,59.958902694675
0.9,27.248149790624,27.207899559036,0.88452459546619,0.8621477360607,0.14762853359142,581986.43200073,99523.678035629,240.66080383162,84.072644901699
1,27.241024917747,27.180055917931,1.1481638896902,1.0657104344329,0.18095059939923,719083.71452763,121862.61800623,205.5265882685,110.41609884007
1.1,27.23375384045,27.149968745742,1.4189740246359,1.2539709335619,0.21130574857534,845696.28115469,142294.10356516,170.60463739129,137.83137870971
1.2,27.218080316047,27.113164046322,1.6842416771184,1.4062851342396,0.23399145485604,947823.18551923,157564.84629234,135.91968162238,164.97603252563
1.3,27.199404721803,27.078650018596,1.9365801988708,1.5099314340126,0.24704857716269,1017096.6761038,166359.90679845,113.47101942741,191.01789889438
1.4,27.186648063352,27.056424763932,2.1759027473759,1.5681489038003,0.25048179585361,1055955.1832392,168676.97289197,104.84880242442,215.8844951076
1.5,27.183234663855,27.04803291863,2.4056142933158,1.5974508725063,0.24748062405901,1075562.9616532,166654.5732517,103.43562048485,239.89644463651
1.6,27.188502920731,27.050047819704,2.6286124587098,1.6154164591027,0.24651545759825,1087691.3975921,165963.74629575,104.38556652234,263.34047968392
1.7,27.199693888901,27.058004363868,2.8461752110344,1.6341384846355,0.25121000817489,1100436.4230803,169154.17163065,107.62057269188,286.33928026073
1.8,27.212544342631,27.06697537565,3.05988769357,1.657488829724,0.25497509158678,1116343.0339235,171723.52265106,112.26202832425,309.05219750864
1.9,27.223634709427,27.073218991793,3.271386734365,1.6853493519713,0.25878607904522,1135243.2672123,174306.8025131,116.28300901366,331.64724401378
2,27.232045668238,27.075864674122,3.481324172807,1.7196113491013,0.26359004191165,1158371.4635779,177544.80861029,118.40589856431,354.18658032098
