time,J_F_int,J_Fbar_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int
0,0,0,0,0,0,0,0
0.1,27.012568957755,27.012562754226,0.0094633308382834,0.0024020295300252,6368.0851070785,1616.9194819129,1.4708268073216
0.2,27.048777067656,27.048682722073,0.038982484079367,0.0086438985518655,26254.83975861,5827.7199424319,19.085031111196
0.3,27.104014165283,27.103614139792,0.083891021180564,0.01560468080763,56560.538371497,10538.086287177,78.625871017481
0.4,27.169135580285,27.168239987568,0.12991597232792,0.01942142711232,87686.739883028,13135.405021079,201.63549492951
0.5,27.238327959854,27.236938055238,0.16505831479062,0.023841869735593,111525.91249346,16088.280446578,408.41951824246
0.6,27.308422653586,27.306688363839,0.18535370422103,0.029427510836771,125370.50208339,19875.982108024,724.59970022524
0.7,27.377846472962,27.375926052669,0.19317240814768,0.032334460066366,130800.69383246,21861.904085296,1192.5583550395
0.8,27.445800880865,27.443789132006,0.19554238502887,0.033493298013964,132555.94294657,22670.856086325,1875.814066793
0.9,27.51150667285,27.509403657632,0.19663882064533,0.04019656137524,133460.16838302,27270.069272202,2852.579040168
1,27.575298276244,27.572879008723,0.20804870866671,0.049276380426454,141372.94439006,33477.856612156,4214.8286524537
1.1,27.6276597438,27.624628169177,0.22581427307422,0.058375139205487,153603.00935595,39715.443240423,5974.4672047308
1.2,27.663375185162,27.659681202733,0.24178884811717,0.064547509377629,164590.41441911,43979.61711186,8096.1357428924
1.3,27.694376504328,27.690058581456,0.25687069234179,0.068527662542771,174966.55330186,46779.309221748,10588.471851631
1.4,27.736536234055,27.731259600398,0.27789320924356,0.074017386404489,189454.38813592,50637.00113394,13463.073300887
1.5,27.799902248421,27.792859997009,0.31338109838575,0.083059980269769,213915.05995665,56946.536145276,16704.058039268
1.6,27.887786337204,27.878135510506,0.35890729660649,0.094651297146677,245365.6373375,65039.465596842,20284.132474434
1.7,27.997311310176,27.984609611755,0.40927619335107,0.10711275134554,280294.62306281,73780.723294462,24176.172817558
1.8,28.122115657257,28.10632563646,0.45704652091889,0.11925942088903,313597.9264337,82344.366575693,28359.519326368
1.9,28.256455767542,28.2377134775,0.50343677091062,0.12995596773673,346108.76860168,89931.754462246,32835.523580728
2,28.3962793361,28.374863643891,0.55005343772617,0.13882559701338,378966.00010007,96276.973591783,37621.740315377
