time,J_F_int,J_Fbar_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int
0,0,0,0,0,0,0,0
0.1,27.014074209339,27.014064551446,0.012532573533867,0.0027837296359519,42164.093346978,9366.6713681644,4.0313251526472
0.2,27.059232238751,27.059095673738,0.048438511089432,0.0096766706542598,163105.31232179,32592.363865786,64.132919807688
0.3,27.140731363834,27.140245407513,0.09255137338464,0.016358417286356,312111.5422773,55185.846518862,340.47915222598
0.4,27.25851485156,27.257676483097,0.12201679227858,0.018466732145368,412366.22086456,62440.430572024,1105.5115406843
0.5,27.412546137699,27.411622022824,0.12834327152662,0.018188203024313,434963.27567161,61634.356329122,2753.2739643768
0.6,27.603079054079,27.602387194622,0.11143596012805,0.015482057260369,378967.03091978,52646.985365219,5818.0972581202
0.7,27.830686374736,27.830351333302,0.077597645090822,0.010552013171172,264977.08376785,36044.283861146,10985.198291033
0.8,28.096076369444,28.095964582097,0.045453174753294,0.0082128947731082,155951.44100273,28185.084674857,19079.151760473
0.9,28.399786489105,28.399748852643,0.022453959314606,0.0061594375202927,77457.977448233,21250.490240631,31053.759772574
1,28.742332354002,28.742298313949,0.020387446835329,0.0053807446846098,70752.643619972,18675.750421181,48008.157993346
1.1,29.109742704449,29.109675092302,0.033546927382654,0.00470383541678,117157.02939712,16429.053195116,70228.372785687
1.2,29.484741077492,29.48467503838,0.032431118916322,0.00518492937933,113986.34014025,18223.644548501,97185.723970425
1.3,29.862091417975,29.8620750411,0.015176038728967,0.0028182136018295,53679.451957071,9968.2170234096,128646.6204848
1.4,30.24188313152,30.241875008418,0.01275755538559,0.0018383133520343,45410.885960586,6543.5177264914,164670.92728828
1.5,30.624123821132,30.624075075321,0.028588794926632,0.0037960751564698,102403.04121162,13597.403249436,205311.22631065
1.6,31.008736542299,31.008675068604,0.032376947557132,0.0045861095679949,116697.47258774,16529.977107339,250613.47642001
1.7,31.3957011301,31.395675035401,0.021524775827368,0.0031443476511768,78065.134948808,11402.990688896,300631.18297509
1.8,31.785083649494,31.785075005976,0.012341119006408,0.0020851798128986,45035.525054901,7609.3902963269,355422.20328045
1.9,32.176911706429,32.176875034328,0.024854088905977,0.0027149578969277,91255.230633974,9968.1343123745,415038.4875487
2,32.571131240551,32.571075075676,0.031407838066488,0.004364909456256,116023.68722612,16126.196860757,479527.70940524
