time,ep_int,psie_corr_active_int,psip_active_int
0,0,0,0
0.1,0,2.3305313323853,0
0.2,0.00015377244177333,25.926331195369,0.012816672639583
0.3,0.018783415434361,74.886156364626,1.6133553891996
0.4,0.092016656505126,98.208968162134,8.1212616879898
0.5,0.20454959877116,99.6476749714,18.401446792659
0.6,0.34392710585748,98.849562201467,31.385267935577
0.7,0.50611986551855,103.46620180192,46.72181439612
0.8,0.69413193882214,108.49508258097,64.716525841709
0.9,0.91004144454321,109.2593286825,85.584243501667
1,1.1510527865546,108.86262326387,109.04735844824
1.1,1.4038784903321,101.61206756891,133.75994044213
1.2,1.6507554286476,93.833601915454,157.9103109244
1.3,1.8859126874786,92.871074217792,180.91388691622
1.4,2.1140271733396,94.908540878582,203.24897991846
1.5,2.3390453680785,95.866133726773,225.2958069944
