time,ep_int,psie_corr_active_int,psip_active_int
0,0,0,0
0.1,8.0701306842912e-09,2.9095104824518,6.4220580174662e-07
0.2,0.0011774323749881,26.330095473293,0.10364406711806
0.25,0.0038477880735317,49.013897999475,0.34284882011751
0.3,0.0098049181859095,74.782209276849,0.88018583935076
0.35,0.021344267348341,98.151212224424,1.923722730082
0.375,0.03040014125998,106.89503964711,2.7372951249753
0.4,0.043551168971172,111.75411779276,3.9144911660443
0.425,0.061484910631781,112.36744539851,5.5184020383779
0.45,0.083493197796123,109.93902375666,7.4962233070526
0.475,0.10857780071302,105.99072540588,9.7651702318337
0.5,0.13632327619487,101.23337710239,12.288937866644
0.525,0.16649875336325,96.021918127272,15.046547061347
0.55,0.19859233649201,91.029814099351,17.993695743758
0.575,0.23214536744362,86.970928492113,21.089438987229
0.6,0.26691259381967,84.213590506514,24.310674011165
0.625,0.30271202851755,82.810782328901,27.639945280209
0.65,0.33941060889763,82.633208319601,31.064331645392
0.675,0.37694697127773,83.574543367127,34.57761796344
0.7,0.4153493788379,85.675311954864,38.182069119974
0.725,0.4547262635296,89.068631209493,41.88760708026
0.75,0.49523192782967,93.798745807259,45.708525353163
0.775,0.53702387997455,99.681004067904,49.659325632729
0.8,0.58023842546629,106.32426726372,53.752322408259
0.825,0.62499991864293,113.25329395889,57.998559005006
0.85,0.67142731306997,119.99067106471,62.408578684446
0.875,0.71962039859894,126.04504524409,66.991227144783
