time,ep_int,psie_corr_active_int,psip_active_int
1.5,0,0,0
1.55,2.2605069613255,142.07898312987,215.50697789924
1.6,2.376322744575,118.46802678356,226.37032658254
1.65,2.4951173828996,112.59976969783,237.64390061499
1.7,2.6021643727866,95.837866581042,247.82116332902
1.75,2.7086803431645,90.846870341734,257.96032617961
1.8,2.8165716492835,90.950298450355,268.25429830696
1.85,2.921594797033,90.030936458095,278.2563110221
1.9,3.0242850759813,89.048845192979,288.00025568472
1.95,3.1248392799521,87.904181433047,297.54531322757
2,3.2226978929544,87.755260578451,306.82024653205
2.05,3.3193847674553,90.790795392848,315.98267056494
2.1,3.4159660052399,95.997403235521,325.13390540939
2.15,3.5127771828687,100.27301697043,334.29140024152
2.2,3.6104122573336,100.39112594378,343.51692409705
2.25,3.7088024133136,97.133285801404,352.79161805761
2.3,3.8075547528889,93.438119320833,362.07854387065
2.35,3.9063113969605,91.146438863354,371.35032587192
2.4,4.0045504339406,90.311243522658,380.55524065906
2.45,4.1016945740458,89.786805275466,389.63897549216
2.5,4.1974137332454,89.154767864712,398.57406614687
