nu,K_over_G,fbar_correction_int_ref,fbar_correction_max_ref,fbar_pressure_correction_int_ref,fbar_pressure_correction_max_ref,psie_ref_first,psie_restart_first,abs_err_first,rel_err_first,psie_ref_target,psie_restart_target,abs_err_target,rel_err_target
0.30,2.1666666666666665,5.2085100693152003e-02,7.1643161204549999e-02,4.6341965736368999e-02,6.3743467471551005e-02,5.0642243174397004e-03,5.0642269153146997e-03,2.5978749993230132e-09,5.1298576770714814e-07,7.6252196097129996e-03,7.6266404001230003e-03,1.4207904100007121e-06,1.8632780204663356e-04
0.45,9.666666666666668,5.1860788781477998e-02,6.8848178472480995e-02,1.7293302720850001e-01,2.2957853516662000e-01,4.9865561797663004e-03,4.9865585091561004e-03,2.3293897999723812e-09,4.6713397302615975e-07,8.0223139988995999e-03,8.0303579344021998e-03,8.0439355025999776e-06,1.0026951704587160e-03
0.48,24.666666666666643,5.2140334035850999e-02,7.2331382520684995e-02,4.3895487336113997e-01,6.0893765721894000e-01,5.6865025981632997e-03,5.6865846311391997e-03,8.2032975899995475e-08,1.4425910211751516e-05,7.7321627660052001e-03,7.7242412533159999e-03,7.9215126892002649e-06,1.0244886106158487e-03
0.49,49.66666666666662,5.2013090469256999e-02,7.0745895736932005e-02,8.7382739523883002e-01,1.1885412160268001e+00,5.6664369375307999e-03,5.6665649919169997e-03,1.2805438619981763e-07,2.2598749021923901e-05,7.9126898387762001e-03,7.9540347672981005e-03,4.1344928521900443e-05,5.2251420647488655e-03
0.495,99.66666666666659,5.1986170414478998e-02,7.0410465096235997e-02,1.7371510076703001e+00,2.3528105536004000e+00,5.3501002044700000e-03,5.3502341662023997e-03,1.3396173239969833e-07,2.5039107171819608e-05,7.7477177161893998e-03,7.7413760087523004e-03,6.3417074370993379e-06,8.1852587683310858e-04
0.499,499.6666666666663,5.1956743958988999e-02,7.0043804073430999e-02,8.6718018650175992e+00,1.1690609235950999e+01,5.0663987488875004e-03,5.0664222910223999e-03,2.3542134899509626e-08,4.6467197049342200e-06,7.8556479179802009e-03,7.9255295109685996e-03,6.9881592988398772e-05,8.8957134685799834e-03
0.4999,4999.666666667217,5.1943012452307001e-02,6.9872706052930000e-02,8.6573718505909000e+01,1.1645724226385001e+02,5.0570093139432996e-03,5.0570155241761996e-03,6.2102328999766310e-09,1.2280445841485080e-06,7.7598667414134999e-03,7.7596604487159002e-03,2.0629269759965541e-07,2.6584567038850737e-05
