time,J_F_int,J_Fbar_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int
0,0,0,0,0,0,0,0
0.1,27.005234130786,27.005225333453,0.011952611842633,0.0026704793485596,40206.090963468,8984.2670615329,1.485043651048
0.2,27.01304894086,27.012931447638,0.045089993579063,0.0091727189940163,151698.93333651,30863.716952515,15.082645102944
0.3,27.017334335608,27.016947894788,0.08344029921916,0.014486828385587,280744.08637499,48759.751463215,53.463331827013
0.4,27.020693482642,27.020043457226,0.10956355723677,0.019027884362343,368659.56830574,64034.188910394,127.02043192956
0.5,27.025060285553,27.024284519651,0.12209316026033,0.021538530796397,410854.82711963,72502.313055286,250.60566568845
0.6,27.028584297692,27.027924286492,0.11193249421511,0.020636397231368,376686.36558205,69471.149709989,441.38509514243
0.7,27.031706688839,27.031319176432,0.085555145442714,0.014888444950186,287933.16321654,50123.178416016,734.63129655516
0.8,27.035443831674,27.035266537204,0.056873827795774,0.0119381779673,191421.54424179,40185.025349924,1182.9141682496
0.9,27.038536417082,27.038463881806,0.03115362833585,0.0099030673054925,104860.82416165,33335.727287307,1838.5311418315
1,27.041344509143,27.041312455228,0.021972857811284,0.0053370403434776,73959.728915485,17965.76035142,2759.6534207294
1.1,27.042269234839,27.042236037005,0.024032388400311,0.0041972772151806,80892.178970884,14127.092436195,3954.8222612474
1.2,27.045245872877,27.045178050551,0.034084830414373,0.0058970707169111,114734.94577859,19851.639635134,5393.4422190225
1.3,27.05347394442,27.05338893391,0.038806933570044,0.007107519508454,130650.68665807,23929.242448884,7060.6784004353
1.4,27.061879236903,27.061795581202,0.037352572105335,0.0086344516517491,125773.99065455,29073.683906719,8957.4346495048
1.5,27.068046079045,27.067978118014,0.032970699417889,0.0075375647360496,111031.93886181,25383.345423909,11079.344309355
1.6,27.074053136084,27.074032406242,0.017541868544471,0.0036294459062376,59080.145518761,12223.876248248,13418.052785975
1.7,27.080576967401,27.080557493145,0.017049029483833,0.003874963579844,57427.086037323,13051.913339162,15969.941076876
1.8,27.08753697749,27.087467750908,0.032116463022026,0.0068211002498856,108193.72633189,22979.454717046,18730.757458733
1.9,27.096086139641,27.095947455004,0.047151366544968,0.010304669805531,158868.59963191,34720.42060613,21696.522442402
2,27.10610113257,27.1058839208,0.060492698699823,0.013413897433398,203856.33588529,45203.703599483,24864.905454546
