time,J_F_int,J_Fbar_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int
1.6,31.008736530454,31.008724427416,0.032367203121026,0.0045880307246124,116662.54224229,16536.930313696,250624.9747825
1.7,31.395701114601,31.395725010614,0.0215116545809,0.0031430100870435,78017.666522313,11398.158456578,300643.87071239
1.8,31.7850836443,31.785125600922,0.012328308532592,0.0020853079131989,44988.848383283,7609.8692433213,355436.1006504
1.9,32.176911700423,32.176926252993,0.024848102664097,0.0027159392080514,91233.396234205,9971.7524791542,415053.61551701
2,32.571131232811,32.571126921535,0.031403896902119,0.0043645751724545,116009.3091081,16124.984521845,479544.08826581
