time,J_F_int,J_Fbar_int,ep_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int,psip_active_int
0,0,0,0,0,0,0,0,0,0
0.1,27.089585903568,27.08784119132,0,0.16658855763765,0.039900206424917,561182.99395828,134444.18958547,3196.5704947267,-nan
0.2,27.179223731179,27.173052634447,0,0.31391647358597,0.07346454813619,1059119.6899681,247972.32646696,12496.356281066,-nan
0.3,27.267795802227,27.25547693262,0,0.44418189982359,0.10164597347294,1500871.0259958,343664.92567969,27480.638495888,-nan
0.4,27.354584134654,27.335083267792,0,0.55953818506595,0.12528124673921,1893403.5256846,424241.2775197,47757.316064966,-nan
0.5,27.439168645637,27.411933620866,0,0.66170855805573,0.14508726948453,2242283.5305068,492042.03917464,72964.710357771,-nan
0.6,27.521343441016,27.48615363886,0,0.75243003348925,0.16166810437233,2553174.0696056,549047.70608097,102772.99225153,-nan
0.7,27.601051758232,27.557909345012,0,0.83460799173463,0.17552713473644,2835740.5591766,596914.92483157,136883.9398679,-nan
0.8,27.67833726187,27.627389470057,0,0.90895849801717,0.1934816801814,3092272.4338941,657375.37313209,175029.61176278,-nan
0.9,27.75330855036,27.694792589879,0,0.97541251277626,0.21052094155326,3322422.9118263,716041.90997235,216970.37822093,-nan
1,27.826113836025,27.7603181092,0,1.0349663535616,0.22639517508208,3529479.1064565,770844.79644968,262492.62638977,-nan
1.1,27.896923221055,27.824160194175,0,1.0889184301521,0.24119911711539,3717784.1166292,822092.73963803,311406.35379656,-nan
1.2,27.965916525872,27.886503898035,0,1.1371986979432,0.25501838481703,3887024.2841012,870065.77428149,363542.78920571,-nan
1.3,28.033275113395,27.947522878306,0,1.1802916571912,0.26793065889383,4038790.3060374,915018.87111137,418752.12572629,-nan
1.4,28.099176553909,28.007378243605,0,1.2187936057833,0.28000669160211,4175065.3200506,957185.0224208,476901.41371657,-nan
1.5,28.163791287798,28.066218183718,0,1.25318097654,0.29131113873575,4297433.5724533,996777.78999735,537872.63597622,-nan
1.6,28.227280678746,28.124178127776,0,1.2839810253096,0.30190322790288,4407660.2743645,1033993.3468131,601560.97144084,-nan
1.7,28.289796023228,28.181381245223,0,1.3122592193027,0.31183728174303,4509361.0190477,1069012.0663633,667873.24343306,-nan
1.8,28.351478207792,28.237939156633,0,1.3371303893821,0.32116311709675,4599485.909484,1101999.722823,736726.54253287,-nan
1.9,28.41245779578,28.2939527603,0,1.3588335663316,0.32992634156344,4678827.5302507,1133108.3679617,808047.01092197,-nan
2,28.472855389575,28.349513108992,0,1.3775837927043,0.33816856818043,4748099.4517626,1162476.9496257,881768.77366291,-nan
