time,J_F_int,J_Fbar_int,ep_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int,psip_active_int
0,0,0,0,0,0,0,0,0,0
0.1,27.964769176137,27.96449603404,0,0.064848795883764,0.015473741732614,11096.464580154,2651.853070438,2237.6560764182,-nan
0.2,28.925394874774,28.924339908679,0,0.12793306437436,0.029688311780259,22260.658148833,5180.1873483929,8936.7181059501,-nan
0.3,29.881088226131,29.878794165559,0,0.1892738180457,0.042734408169228,33470.361010156,7585.1771850746,20070.286900471,-nan
0.4,30.831215391241,30.827270709948,0,0.24888223400239,0.054697188310797,44702.62979797,9868.0502956768,35604.436509941,-nan
0.5,31.77528244141,31.769316619177,0,0.30688534087068,0.065656183052373,55956.540374853,12030.848889073,55499.448192969,-nan
0.6,32.712921328524,32.704600776045,0,0.36325165255771,0.075685342274199,67204.18311042,14076.229323971,79710.96973917,-nan
0.7,33.643876720966,33.632901188569,0,0.41806337692748,0.084853178248537,78439.431820638,16007.295970968,108191.0871064,-nan
0.8,34.567993592999,34.554092943006,0,0.47130096016433,0.093222979142032,89638.643195835,17827.465011811,140889.30037876,-nan
0.9,35.485205513257,35.468136776032,0,0.52292859458639,0.10085306986777,100775.77106227,19540.354012865,177753.40008764,-nan
1,36.395523616817,36.375068277582,0,0.57295873199407,0.10779710256517,111834.65162257,21149.693502209,218730.24316029,-nan
1.1,37.299026267766,37.274987749383,0,0.62173455475385,0.11410436279187,122866.18107346,22659.257122879,263766.4303091,-nan
1.2,38.19584942613,38.168050744975,0,0.66913301465957,0.11982008083529,133830.84347732,24072.80732808,312808.8886375,-nan
1.3,39.086177732963,39.054459312738,0,0.71523824327923,0.12498574019179,144731.69915269,25394.053954789,365805.36470149,-nan
1.4,39.970236322873,39.934453956092,0,0.75998018308042,0.12963937744831,155540.96946768,26626.623373718,422704.83429933,-nan
1.5,40.848283364883,40.808306314672,0,0.80337268082411,0.13433544071999,166248.22228183,27774.036236293,483457.83592462,-nan
1.6,41.720603323958,41.676312560535,0,0.84563179005046,0.14105983990648,176886.28121075,29082.771343492,548016.73517334,-nan
1.7,42.587500925584,42.53878749257,0,0.88652349452982,0.1475782076524,187395.01970548,30722.679205332,616335.92748735,-nan
1.8,43.449295799341,43.396059305405,0,0.92720168451761,0.15389915650777,198002.59271102,32342.592469456,688371.9865225,-nan
1.9,44.306317767801,44.248464999054,0,0.96709743015542,0.16003085008233,208585.55617333,33942.797307155,764083.76514325,-nan
2,45.158902745604,45.09634639403,0,1.0058748012518,0.16598104765633,219065.76486615,35523.620089006,843432.45569711,-nan
