time,J_F_int,J_Fbar_int,ep_int,fbar_correction_int,fbar_correction_max,fbar_pressure_correction_int,fbar_pressure_correction_max,psie_corr_active_int,psip_active_int
0,0,0,0,0,0,0,0,0,0
0.1,27.006163575451,27.00614808773,0,0.016641697172255,0.0031699661397124,111957.22799986,21328.44141533,2.4898021181517,0
0.2,27.016393841844,27.01614880084,0.00037076217640618,0.068627098320023,0.011415490670285,461772.51988889,76829.007554392,25.467421191725,0.031164522790512
0.3,27.021332106,27.020234465567,0.025956918582798,0.14762078971464,0.022411491143256,993362.1043771,150785.44177266,63.08710003633,2.2383647448011
0.4,27.02168742364,27.018948839393,0.10160513477873,0.23162398611466,0.034054350327483,1558588.9031438,229120.87699747,78.177246026492,8.9885088202991
0.5,27.023516407611,27.01832934627,0.20827260460528,0.31483532412226,0.046486691875041,2118487.3514354,312765.65668402,85.066305082322,18.772389318994
0.6,27.027748515437,27.018944528033,0.34288769415112,0.40603175101164,0.062058099189809,2732164.4046221,417533.68855841,90.085111104616,31.387675226664
0.7,27.03288952658,27.018578707694,0.50562013512436,0.515174902224,0.082199580505376,3466565.7628972,553050.72445381,92.98776250686,46.927891466787
0.8,27.040266160672,27.017898333951,0.69479034975437,0.64383282273508,0.10575803688417,4332244.7203057,711551.02829691,95.034235356358,65.297131473125
0.9,27.051729904761,27.018259038971,0.90832504007891,0.78880360135796,0.13085737271842,5307769.7965989,880427.46981779,98.254144151048,86.345175806838
1,27.066874333143,27.01851181764,1.1462092657326,0.95027814582465,0.15697021954958,6394354.9180275,1056124.4281431,101.18870176925,110.11834767356
1.1,27.078214959316,27.012774978558,1.3964333112275,1.107601536168,0.18020701902043,7452197.8855452,1212382.0245495,96.674563667203,135.43132021934
1.2,27.086610585376,27.006886532367,1.6389196644819,1.2242037130019,0.19408646387065,8235893.3597635,1305719.3778468,94.350214548441,160.20403027363
1.3,27.097748247351,27.008552447864,1.8704942432493,1.2953830438782,0.19973919414777,8715030.4928063,1343790.7021229,96.749233642371,184.05087127945
1.4,27.106651792383,27.010009294929,2.0979588376,1.3479608089664,0.20535341269272,9068960.2477956,1381554.3000598,98.897673762348,207.64774365009
1.5,27.110545441885,27.006717550623,2.3233277688368,1.3967506842899,0.21430198292707,9396684.109772,1441738.8415314,98.307170541724,231.18858477296
1.6,27.115863962663,27.00579973204,2.5446528570069,1.4372823507973,0.22331131929348,9669218.0162948,1502349.1834298,99.097665454658,254.44705639935
1.7,27.12378060389,27.0083354106,2.762003669096,1.4705412294867,0.23087533440726,9893382.1098206,1553250.5948272,101.28249142173,277.41482866922
1.8,27.129208597693,27.008056350854,2.9775140129586,1.5049453860026,0.23839864408568,10124803.755099,1603871.0659612,102.15780511282,300.31286114153
1.9,27.132898246291,27.005860915091,3.1909409779241,1.5396630875804,0.24521018885738,10357983.158784,1649674.9989211,102.11367585088,323.10594229431
2,27.138688133219,27.006474527101,3.4009025771331,1.5689530635248,0.2498971825373,10555135.632058,1681210.6511619,103.20105820997,345.632447351
